specObjID,bestObjID,plate,mjd,fiberID,z,survey,class,subClass,ra,dec,z1,psfMag_u,psfMag_g,psfMag_r,psfMag_i,psfMag_z,extinction_u,extinction_g,extinction_r,extinction_i,extinction_z,dered_u,dered_g,dered_r,dered_i,dered_z
6.969832E+17,1237654948913873072,619,52056,186,0.06453131,sdss,GALAXY,BROADLINE,239.8987,53.79253,0.06453131,19.80752,18.07332,17.21095,16.74761,16.33496,0.05161861,0.04022087,0.02782461,0.02067667,0.01537964,18.09465,16.2295,15.33563,14.88734,14.535
5.360754E+17,1237650796756074847,476,52314,535,0.4120439,sdss,GALAXY,BROADLINE,144.2794,0.4586408,0.4120439,23.82741,21.72558,19.85034,19.1012,18.64832,0.2527334,0.1969281,0.136234,0.1012364,0.07530132,22.61132,20.65252,18.81874,18.09964,17.70245
1.067495E+18,1237658303279136858,948,52428,517,0.04597484,sdss,GALAXY,BROADLINE,160.8848,57.67214,0.04597484,19.62858,17.73719,16.70845,16.37798,15.97124,0.02676405,0.02085436,0.01442695,0.01072077,0.007974285,17.12222,15.20722,14.32238,13.90575,13.57333
1.364631E+18,1237660634914291886,1212,52703,147,0.05436955,sdss,GALAXY,BROADLINE,137.4711,35.70483,0.05436955,19.77247,17.70012,16.94348,16.57068,16.13372,0.09517813,0.07416216,0.05130504,0.03812514,0.0283581,17.71654,15.86265,15.07267,14.68125,14.36699
1.364651E+18,1237664871895335010,1212,52703,219,0.02352543,sdss,GALAXY,BROADLINE,136.4977,35.37738,0.02352543,18.89619,17.09958,16.18101,15.83889,15.36097,0.1474001,0.1148531,0.07945487,0.05904348,0.0439175,15.49179,13.51025,12.68449,12.28001,12.04304
1.507733E+18,1237661387618910587,1339,52767,556,0.09712078,sdss,GALAXY,BROADLINE,249.7859,34.26236,0.09712078,20.35503,18.4417,17.46589,17.02452,16.6516,0.0963313,0.0750607,0.05192664,0.03858706,0.02870168,18.3713,16.40046,15.44406,15.02852,14.67676
2.939807E+18,1237668296593309846,2611,54477,300,0.2469709,sdss,GALAXY,BROADLINE,184.5509,18.86427,0.2469709,20.21894,18.84347,18.04324,17.86474,17.61946,0.1074335,0.08371149,0.05791122,0.04303424,0.03200957,19.76679,18.31165,17.48107,17.26166,17.08195
2.81147E+18,1237667551420940416,2497,54154,355,0.02592682,sdss,GALAXY,BROADLINE,169.9142,24.92955,0.02592682,19.82119,17.89816,16.83219,16.39401,16.04217,0.07177903,0.05592974,0.03869193,0.02875225,0.02138639,16.79754,14.90407,14.02974,13.57688,13.2547
3.367818E+17,1237648705123713267,299,51671,501,0.1701901,sdss,GALAXY,BROADLINE,205.7194,0.4369326,0.1701901,21.83029,19.88618,18.61277,18.06963,17.62363,0.135417,0.105516,0.07299551,0.05424348,0.04034718,20.50616,18.52498,17.28008,16.76442,16.34932
4.365353E+18,1237664853111669042,3877,55365,870,0.3095744,boss,GALAXY,BROADLINE,226.4379,29.81249,0.3095744,22.95209,21.4741,19.96101,19.38342,18.95394,0.08868872,0.06910565,0.04780697,0.0355257,0.02642459,21.75366,20.02042,18.44478,17.85553,17.46833
1.347793E+18,1237657776076685723,1197,52668,331,0.4170222,sdss,GALAXY,BROADLINE,127.5021,36.00678,0.4170222,23.49992,21.92209,20.08913,19.51396,18.96162,0.1755518,0.1367888,0.09462986,0.07032013,0.05230526,22.45565,20.64391,18.76998,18.04948,17.57764
5.309917E+18,1237661872955392368,4716,55738,629,0.7263824,boss,GALAXY,BROADLINE,228.8983,35.93154,0.7263824,22.28785,21.74572,21.07417,20.41888,20.10436,0.08433741,0.06571513,0.04546143,0.03378271,0.02512813,22.00759,21.34198,20.6125,19.90685,19.61967
3.378461E+17,1237648704587104595,300,51943,277,0.0882015,sdss,GALAXY,BROADLINE,206.3406,0.02902419,0.0882015,20.74188,18.78484,17.82412,17.32709,17.01959,0.1012425,0.07888748,0.05457399,0.04055433,0.03016497,19.34595,17.40819,16.4677,16.03505,15.66808
5.821672E+17,1237651735757455599,517,52024,280,0.01917693,sdss,GALAXY,BROADLINE,181.0545,1.900203,0.01917693,19.67806,17.93014,17.05814,16.76155,16.37884,0.1149668,0.08958139,0.06197198,0.04605183,0.0342541,18.04093,16.2476,15.40498,14.99541,14.673
8.782498E+17,1237655464842821775,780,52370,174,0.1067093,sdss,GALAXY,BROADLINE,186.7773,62.56966,0.1067093,21.13721,19.12961,18.17595,17.77629,17.41609,0.07476251,0.05825444,0.04030015,0.02994733,0.02227531,19.93774,18.01643,17.06854,16.65869,16.29373
1.543672E+18,1237661850395869274,1371,52821,229,0.2233134,sdss,GALAXY,BROADLINE,185.5271,44.53708,0.2233134,21.63482,19.71404,18.29812,17.857,17.5166,0.04834609,0.03767094,0.02606058,0.01936581,0.0144046,20.66756,18.7468,17.41622,16.90878,16.56119
2.109978E+18,1237663916806897716,1874,54452,151,0.1279577,sdss,GALAXY,BROADLINE,128.7841,60.10197,0.1279577,21.01814,19.23228,18.37309,18.01341,17.6501,0.1867773,0.1455356,0.1006809,0.07481668,0.05564987,19.83082,18.00815,17.09042,16.67581,16.4193
